Name	Meta	main_role	sub_role	Function	locus_tag
HMPREF1555_RS06015	Metabolism	Energy metabolism	ATP-proton motive force interconversion	DUF2764 domain-containing protein	PgPan_1630
PGS_RS08870	Metabolism	Energy metabolism	ATP-proton motive force interconversion	hypothetical protein	PgPan_1631
AT291_RS00220	Metabolism	Energy metabolism	ATP-proton motive force interconversion	Fe-S cluster domain-containing protein	PgPan_1709
CS545_RS08575	Metabolism	Energy metabolism	Biosynthesis and degradation of polysaccharides	glycosyltransferase	PgPan_0912
CF002_RS02465	Metabolism	Energy metabolism	Electron transport	electron transfer flavoprotein subunit alpha/FixB family protein	PgPan_0018
HMPREF1555_RS02645	Metabolism	Energy metabolism	Electron transport	electron transfer flavoprotein subunit beta/FixA family protein	PgPan_0019
CLI74_RS08520	Metabolism	Energy metabolism	Electron transport	cytochrome d ubiquinol oxidase subunit II	PgPan_0093
CS387_RS02130	Metabolism	Energy metabolism	Electron transport	cytochrome ubiquinol oxidase subunit I	PgPan_0094
trxB	Metabolism	Energy metabolism	Electron transport	thioredoxin-disulfide reductase	PgPan_0252
CS544_RS00740	Metabolism	Energy metabolism	Electron transport	flavodoxin	PgPan_0266
CF003_RS16325	Metabolism	Energy metabolism	Electron transport	electron transfer flavoprotein subunit alpha/FixB family protein	PgPan_0298
CS543_RS07455	Metabolism	Energy metabolism	Electron transport	electron transfer flavoprotein subunit beta/FixA family protein	PgPan_0299
ccsA	Metabolism	Energy metabolism	Electron transport	cytochrome c biogenesis protein CcsA	PgPan_0361
nrfA	Metabolism	Energy metabolism	Electron transport	ammonia-forming cytochrome c nitrite reductase	PgPan_0362
nrfH	Metabolism	Energy metabolism	Electron transport	cytochrome c nitrite reductase small subunit	PgPan_0363
CS374_RS05115	Metabolism	Energy metabolism	Electron transport	sulfide/dihydroorotate dehydrogenase-like FAD/NAD-binding protein	PgPan_0661
CS548_RS00775	Metabolism	Energy metabolism	Electron transport	TlpA family protein disulfide reductase	PgPan_0799
CS546_RS07970	Metabolism	Energy metabolism	Electron transport	AhpC/TSA family protein	PgPan_0961
B0493_RS00320	Metabolism	Energy metabolism	Electron transport	flavodoxin	PgPan_1145
trxA	Metabolism	Energy metabolism	Electron transport	thioredoxin	PgPan_1259
rsxC	Metabolism	Energy metabolism	Electron transport	electron transport complex subunit RsxC	PgPan_1710
PGJ_RS07410	Metabolism	Energy metabolism	Electron transport	RnfABCDGE type electron transport complex subunit D	PgPan_1711
CS543_RS03090	Metabolism	Energy metabolism	Electron transport	RnfABCDGE type electron transport complex subunit G	PgPan_1712
CS550_RS01030	Metabolism	Energy metabolism	Electron transport	electron transport complex subunit E	PgPan_1713
CS546_RS03500	Metabolism	Energy metabolism	Electron transport	electron transport complex protein RnfA	PgPan_1714
CS549_RS02585	Metabolism	Energy metabolism	Electron transport	FAD:protein FMN transferase	PgPan_1715
CS546_RS10735	Metabolism	Energy metabolism	Fermentation	hypothetical protein	PgPan_0219
PGJ_RS03980	Metabolism	Energy metabolism	Fermentation	lactate utilization protein	PgPan_0220
CS374_RS00170	Metabolism	Energy metabolism	Fermentation	(Fe-S)-binding protein	PgPan_0221
PGF_RS05980	Metabolism	Energy metabolism	Fermentation	iron-containing alcohol dehydrogenase	PgPan_0238
SJDPG2_RS05075	Metabolism	Energy metabolism	Fermentation	acetate kinase	PgPan_0295
CS388_RS08815	Metabolism	Energy metabolism	Fermentation	3-hydroxybutyryl-CoA dehydrogenase	PgPan_0296
CS549_RS09555	Metabolism	Energy metabolism	Fermentation	3-hydroxybutyryl-CoA dehydratase	PgPan_0297
CS549_RS09570	Metabolism	Energy metabolism	Fermentation	acyl-CoA dehydrogenase	PgPan_0300
CF001_RS16070	Metabolism	Energy metabolism	Fermentation	CoA transferase subunit B	PgPan_0301
CS545_RS06000	Metabolism	Energy metabolism	Fermentation	hypothetical protein	PgPan_0302
EG14_RS06170	Metabolism	Energy metabolism	Fermentation	"D-lysine 5,6-aminomutase subunit alpha"	PgPan_0303
ablA	Metabolism	Energy metabolism	Fermentation	"lysine 2,3-aminomutase"	PgPan_0306
CS545_RS06025	Metabolism	Energy metabolism	Fermentation	zinc-binding dehydrogenase	PgPan_0307
CS548_RS04910	Metabolism	Energy metabolism	Fermentation	acetate--CoA ligase family protein	PgPan_0428
CS544_RS10600	Metabolism	Energy metabolism	Fermentation	MBL fold metallo-hydrolase	PgPan_0448
CS387_RS10165	Metabolism	Energy metabolism	Fermentation	MBL fold metallo-hydrolase	PgPan_0843
CF003_RS18290	Metabolism	Energy metabolism	Fermentation	sodium ion-translocating decarboxylase subunit beta	PgPan_0883
CS546_RS08035	Metabolism	Energy metabolism	Fermentation	acetyl-CoA carboxylase biotin carboxyl carrier protein subunit	PgPan_0884
B0490_RS00640	Metabolism	Energy metabolism	Fermentation	acyl-CoA carboxylase subunit beta	PgPan_0887
mce	Metabolism	Energy metabolism	Fermentation	methylmalonyl-CoA epimerase	PgPan_0888
scpA	Metabolism	Energy metabolism	Fermentation	methylmalonyl-CoA mutase	PgPan_0931
mutA	Metabolism	Energy metabolism	Fermentation	methylmalonyl-CoA mutase small subunit	PgPan_0932
CS550_RS03130	Metabolism	Energy metabolism	Fermentation	lactoylglutathione lyase	PgPan_1335
CS546_RS01690	Metabolism	Energy metabolism	Fermentation	4-hydroxybutyryl-CoA dehydratase	PgPan_1379
PGA7_RS05965	Metabolism	Energy metabolism	Fermentation	acetyl-CoA hydrolase/transferase family protein	PgPan_1381
SJDPG2_RS01565	Metabolism	Energy metabolism	Fermentation	4-hydroxybutyrate dehydrogenase	PgPan_1382
HMPREF1555_RS05325	Metabolism	Energy metabolism	Fermentation	aldehyde dehydrogenase family protein	PgPan_1383
CS545_RS04095	Metabolism	Energy metabolism	Glycolysis/gluconeogenesis	fructose-bisphosphatase class III	PgPan_0035
PGJ_RS04155	Metabolism	Energy metabolism	Glycolysis/gluconeogenesis	"pyruvate, phosphate dikinase"	PgPan_0185
eno	Metabolism	Energy metabolism	Glycolysis/gluconeogenesis	phosphopyruvate hydratase	PgPan_0365
CF001_RS15980	Metabolism	Energy metabolism	Glycolysis/gluconeogenesis	glucose-6-phosphate isomerase	PgPan_0392
gap	Metabolism	Energy metabolism	Glycolysis/gluconeogenesis	type I glyceraldehyde-3-phosphate dehydrogenase	PgPan_0737
pgk	Metabolism	Energy metabolism	Glycolysis/gluconeogenesis	phosphoglycerate kinase	PgPan_0917
pckA	Metabolism	Energy metabolism	Glycolysis/gluconeogenesis	phosphoenolpyruvate carboxykinase (ATP)	PgPan_0918
CS549_RS06545	Metabolism	Energy metabolism	Glycolysis/gluconeogenesis	ROK family protein	PgPan_0990
CS543_RS10460	Metabolism	Energy metabolism	Glycolysis/gluconeogenesis	phosphatase PAP2 family protein	PgPan_0991
CS549_RS06020	Metabolism	Energy metabolism	Glycolysis/gluconeogenesis	diphosphate--fructose-6-phosphate 1-phosphotransferase	PgPan_1093
gpmA	Metabolism	Energy metabolism	Glycolysis/gluconeogenesis	"2,3-diphosphoglycerate-dependent phosphoglycerate mutase"	PgPan_1125
PGJ_RS05980	Metabolism	Energy metabolism	Glycolysis/gluconeogenesis	triose-phosphate isomerase	PgPan_1493
nifJ	Metabolism	Energy metabolism	Glycolysis/gluconeogenesis	pyruvate:ferredoxin (flavodoxin) oxidoreductase	PgPan_1547
CF003_RS18980	Metabolism	Energy metabolism	Glycolysis/gluconeogenesis	fructose bisphosphate aldolase	PgPan_1678
lpdA	Metabolism	Energy metabolism	Other6	dihydrolipoyl dehydrogenase	PgPan_0041
CF003_RS19950	Metabolism	Energy metabolism	Other6	acetyl-CoA hydrolase/transferase family protein	PgPan_0352
B0493_RS03715	Metabolism	Energy metabolism	Other6	glycogen/starch synthase	PgPan_0373
B0493_RS07885	Metabolism	Energy metabolism	Other6	D-2-hydroxyacid dehydrogenase	PgPan_0571
CBG53_RS05870	Metabolism	Energy metabolism	Other6	NAD(P)-binding domain-containing protein	PgPan_0803
B0493_RS00325	Metabolism	Energy metabolism	Other6	glycerate kinase	PgPan_1146
B0490_RS07410	Metabolism	Energy metabolism	Other6	indolepyruvate ferredoxin oxidoreductase	PgPan_1397
CS387_RS03770	Metabolism	Energy metabolism	Other6	indolepyruvate oxidoreductase subunit beta	PgPan_1398
CS549_RS03360	Metabolism	Energy metabolism	Other6	"1,4-alpha-glucan-branching enzyme"	PgPan_1638
CS548_RS09285	Metabolism	Energy metabolism	Other6	2-oxoacid:acceptor oxidoreductase subunit alpha	PgPan_1826
AT291_RS04220	Metabolism	Energy metabolism	Other6	2-oxoacid:ferredoxin oxidoreductase subunit beta	PgPan_1827
CS387_RS10025	Metabolism	Energy metabolism	Pentose phosphate pathway	ribulose-phosphate 3-epimerase	PgPan_0871
fsa	Metabolism	Energy metabolism	Pentose phosphate pathway	fructose-6-phosphate aldolase	PgPan_1030
CS543_RS02935	Metabolism	Energy metabolism	Pentose phosphate pathway	transketolase	PgPan_1684
rpiB	Metabolism	Energy metabolism	Pentose phosphate pathway	ribose 5-phosphate isomerase B	PgPan_1685
CS374_RS08735	Metabolism	Energy metabolism	Sugars	4-alpha-glucanotransferase	PgPan_0014
CS546_RS00545	Metabolism	Energy metabolism	Sugars	DUF4981 domain-containing protein	PgPan_0090
B0493_RS06250	Metabolism	Energy metabolism	Sugars	alpha-amylase	PgPan_0091
CS387_RS02045	Metabolism	Energy metabolism	Sugars	polyprenol monophosphomannose synthase	PgPan_0112
B0490_RS06500	Metabolism	Energy metabolism	Sugars	DUF4252 domain-containing protein	PgPan_0163
CS374_RS00265	Metabolism	Energy metabolism	Sugars	glycosyltransferase	PgPan_0204
CS544_RS10670	Metabolism	Energy metabolism	Sugars	GDP-L-fucose synthase	PgPan_0462
B0493_RS02655	Metabolism	Energy metabolism	Sugars	phospho-sugar mutase	PgPan_0585
CS374_RS02325	Metabolism	Energy metabolism	Sugars	alpha-amylase	PgPan_0911
AT291_RS03965	Metabolism	Energy metabolism	Sugars	galactose mutarotase	PgPan_0956
galK	Metabolism	Energy metabolism	Sugars	galactokinase	PgPan_0957
CBG53_RS04760	Metabolism	Energy metabolism	Sugars	alpha-L-fucosidase	PgPan_1163
CS548_RS00510	Metabolism	Energy metabolism	Sugars	serine hydrolase	PgPan_1239
HMPREF1555_RS07030	Metabolism	Energy metabolism	Sugars	glycoside hydrolase family 2 protein	PgPan_1257
CBG53_RS09045	Metabolism	Energy metabolism	Sugars	glycoside hydrolase family 27 protein	PgPan_1298
glgP	Metabolism	Energy metabolism	Sugars	alpha-glucan family phosphorylase	PgPan_1375
CS387_RS03815	Metabolism	Energy metabolism	Sugars	DUF4981 domain-containing protein	PgPan_1455
CS548_RS10060	Metabolism	Energy metabolism	Sugars	"alpha-1,3/4-fucosidase"	PgPan_1683
galE	Metabolism	Energy metabolism	Sugars	UDP-glucose 4-epimerase GalE	PgPan_1750
CS543_RS03300	Metabolism	Energy metabolism	Sugars	exo-alpha-sialidase	PgPan_1755
CBG53_RS05475	Metabolism	Energy metabolism	Sugars	mannose-6-phosphate isomerase	PgPan_1854
CS388_RS09425	Metabolism	Energy metabolism	TCA cycle	acetyl-CoA hydrolase/transferase family protein	PgPan_0183
CS387_RS06265	Metabolism	Energy metabolism	TCA cycle	2-oxoglutarate ferredoxin oxidoreductase subunit gamma	PgPan_0353
PGF_RS08435	Metabolism	Energy metabolism	TCA cycle	2-oxoglutarate oxidoreductase	PgPan_0354
vorB	Metabolism	Energy metabolism	TCA cycle	3-methyl-2-oxobutanoate dehydrogenase subunit VorB	PgPan_0356
CLI74_RS01365	Metabolism	Energy metabolism	TCA cycle	4Fe-4S dicluster domain-containing protein	PgPan_0357
CS546_RS08010	Metabolism	Energy metabolism	TCA cycle	succinate dehydrogenase/fumarate reductase iron-sulfur subunit	PgPan_0889
sdhA	Metabolism	Energy metabolism	TCA cycle	fumarate reductase/succinate dehydrogenase flavoprotein subunit	PgPan_0890
CS550_RS07200	Metabolism	Energy metabolism	TCA cycle	succinate dehydrogenase/fumarate reductase cytochrome b subunit	PgPan_0891
CS388_RS03440	Metabolism	Energy metabolism	TCA cycle	oxaloacetate decarboxylase	PgPan_1015
CS387_RS06675	Metabolism	Energy metabolism	TCA cycle	malate dehydrogenase	PgPan_1222
CF001_RS18785	Metabolism	Energy metabolism	TCA cycle	NADP-dependent malic enzyme	PgPan_1687
CS388_RS02250	Metabolism	Energy metabolism	TCA cycle	fumarate hydratase	PgPan_1909
pssA	Metabolism	Fatty acid and phospholipid metabolism	Biosynthesis	CDP-diacylglycerol--serine O-phosphatidyltransferase	PgPan_0150
CS545_RS05660	Metabolism	Fatty acid and phospholipid metabolism	Biosynthesis	long-chain fatty acid--CoA ligase	PgPan_0241
CBG53_RS05100	Metabolism	Fatty acid and phospholipid metabolism	Biosynthesis	AMP-binding protein	PgPan_0369
CS545_RS07530	Metabolism	Fatty acid and phospholipid metabolism	Biosynthesis	NAD(P)H-dependent glycerol-3-phosphate dehydrogenase	PgPan_0391
CS544_RS00150	Metabolism	Fatty acid and phospholipid metabolism	Biosynthesis	1-acyl-sn-glycerol-3-phosphate acyltransferase	PgPan_0492
fabG	Metabolism	Fatty acid and phospholipid metabolism	Biosynthesis	3-oxoacyl-[acyl-carrier-protein] reductase	PgPan_0500
CS549_RS04725	Metabolism	Fatty acid and phospholipid metabolism	Biosynthesis	SDR family oxidoreductase	PgPan_0692
CBG53_RS08415	Metabolism	Fatty acid and phospholipid metabolism	Biosynthesis	CDP-alcohol phosphatidyltransferase family protein	PgPan_0693
fabH	Metabolism	Fatty acid and phospholipid metabolism	Biosynthesis	ketoacyl-ACP synthase III	PgPan_0752
CS545_RS08355	Metabolism	Fatty acid and phospholipid metabolism	Biosynthesis	transporter	PgPan_0952
fabD	Metabolism	Fatty acid and phospholipid metabolism	Biosynthesis	ACP S-malonyltransferase	PgPan_1117
SJDPG2_RS08935	Metabolism	Fatty acid and phospholipid metabolism	Biosynthesis	phosphatidate cytidylyltransferase	PgPan_1267
CS374_RS04750	Metabolism	Fatty acid and phospholipid metabolism	Biosynthesis	bifunctional UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase/3-hydroxyacyl-ACP dehydratase	PgPan_1287
CS548_RS10135	Metabolism	Fatty acid and phospholipid metabolism	Biosynthesis	acyl carrier protein	PgPan_1668
fabF	Metabolism	Fatty acid and phospholipid metabolism	Biosynthesis	beta-ketoacyl-ACP synthase II	PgPan_1669
AT291_RS02525	Metabolism	Fatty acid and phospholipid metabolism	Biosynthesis	2-nitropropane dioxygenase	PgPan_1911
dut	Metabolism	"Purines, pyrimidines, nucleosides, and nucleotides"	2-Deoxyribonucleotide metabolism	dUTP diphosphatase	PgPan_0139
EG14_RS05880	Metabolism	"Purines, pyrimidines, nucleosides, and nucleotides"	2-Deoxyribonucleotide metabolism	adenosylcobalamin-dependent ribonucleoside-diphosphate reductase	PgPan_0257
CS548_RS05240	Metabolism	"Purines, pyrimidines, nucleosides, and nucleotides"	2-Deoxyribonucleotide metabolism	anaerobic ribonucleoside triphosphate reductase	PgPan_0482
nrdG	Metabolism	"Purines, pyrimidines, nucleosides, and nucleotides"	2-Deoxyribonucleotide metabolism	anaerobic ribonucleoside-triphosphate reductase activating protein	PgPan_0483
CS388_RS05145	Metabolism	"Purines, pyrimidines, nucleosides, and nucleotides"	2-Deoxyribonucleotide metabolism	thymidylate synthase	PgPan_0684
dgt	Metabolism	"Purines, pyrimidines, nucleosides, and nucleotides"	Nucleotide and nucleoside interconversions	deoxyguanosinetriphosphate triphosphohydrolase family protein	PgPan_0580
CS549_RS03520	Metabolism	"Purines, pyrimidines, nucleosides, and nucleotides"	Nucleotide and nucleoside interconversions	dCMP deaminase family protein	PgPan_1143
CS544_RS06715	Metabolism	"Purines, pyrimidines, nucleosides, and nucleotides"	Nucleotide and nucleoside interconversions	UMP kinase	PgPan_1181
CBG53_RS01920	Metabolism	"Purines, pyrimidines, nucleosides, and nucleotides"	Nucleotide and nucleoside interconversions	(d)CMP kinase	PgPan_1508
gmk	Metabolism	"Purines, pyrimidines, nucleosides, and nucleotides"	Nucleotide and nucleoside interconversions	guanylate kinase	PgPan_1581
PGA7_RS00780	Metabolism	"Purines, pyrimidines, nucleosides, and nucleotides"	Nucleotide and nucleoside interconversions	bifunctional metallophosphatase/5-nucleotidase	PgPan_1921
B0492_RS04980	Metabolism	"Purines, pyrimidines, nucleosides, and nucleotides"	Other7	CYTH domain-containing protein	PgPan_0467
deoC	Metabolism	"Purines, pyrimidines, nucleosides, and nucleotides"	Other7	deoxyribose-phosphate aldolase	PgPan_0574
CS543_RS10625	Metabolism	"Purines, pyrimidines, nucleosides, and nucleotides"	Other7	"noncanonical pyrimidine nucleotidase, YjjG family"	PgPan_1022
B0490_RS05045	Metabolism	"Purines, pyrimidines, nucleosides, and nucleotides"	Purine ribonucleotide biosynthesis	hypoxanthine phosphoribosyltransferase	PgPan_0033
purE	Metabolism	"Purines, pyrimidines, nucleosides, and nucleotides"	Purine ribonucleotide biosynthesis	5-(carboxyamino)imidazole ribonucleotide mutase	PgPan_0137
CS549_RS09820	Metabolism	"Purines, pyrimidines, nucleosides, and nucleotides"	Purine ribonucleotide biosynthesis	phosphoribosylaminoimidazolesuccinocarboxamide synthase	PgPan_0157
purB	Metabolism	"Purines, pyrimidines, nucleosides, and nucleotides"	Purine ribonucleotide biosynthesis	adenylosuccinate lyase	PgPan_0263
purD	Metabolism	"Purines, pyrimidines, nucleosides, and nucleotides"	Purine ribonucleotide biosynthesis	phosphoribosylamine--glycine ligase	PgPan_0400
prs	Metabolism	"Purines, pyrimidines, nucleosides, and nucleotides"	Purine ribonucleotide biosynthesis	ribose-phosphate pyrophosphokinase	PgPan_0715
B0492_RS06250	Metabolism	"Purines, pyrimidines, nucleosides, and nucleotides"	Purine ribonucleotide biosynthesis	nucleoside deaminase	PgPan_0982
CF001_RS20440	Metabolism	"Purines, pyrimidines, nucleosides, and nucleotides"	Purine ribonucleotide biosynthesis	phosphoribosylformylglycinamidine cyclo-ligase	PgPan_1291
guaA	Metabolism	"Purines, pyrimidines, nucleosides, and nucleotides"	Purine ribonucleotide biosynthesis	glutamine-hydrolyzing GMP synthase	PgPan_1519
B0490_RS03195	Metabolism	"Purines, pyrimidines, nucleosides, and nucleotides"	Purine ribonucleotide biosynthesis	amidophosphoribosyltransferase	PgPan_1567
B0493_RS06915	Metabolism	"Purines, pyrimidines, nucleosides, and nucleotides"	Purine ribonucleotide biosynthesis	IMP dehydrogenase	PgPan_1571
CF002_RS08555	Metabolism	"Purines, pyrimidines, nucleosides, and nucleotides"	Purine ribonucleotide biosynthesis	phosphoribosylglycinamide formyltransferase	PgPan_1667
purL	Metabolism	"Purines, pyrimidines, nucleosides, and nucleotides"	Purine ribonucleotide biosynthesis	phosphoribosylformylglycinamidine synthase	PgPan_1705
SJDPG2_RS02425	Metabolism	"Purines, pyrimidines, nucleosides, and nucleotides"	Purine ribonucleotide biosynthesis	adenylosuccinate synthase	PgPan_1851
purH	Metabolism	"Purines, pyrimidines, nucleosides, and nucleotides"	Purine ribonucleotide biosynthesis	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase	PgPan_1872
CS550_RS04135	Metabolism	"Purines, pyrimidines, nucleosides, and nucleotides"	Pyrimidine ribonucleotide biosynthesis	dihydroorotase	PgPan_0111
PGJ_RS04530	Metabolism	"Purines, pyrimidines, nucleosides, and nucleotides"	Pyrimidine ribonucleotide biosynthesis	thymidine kinase	PgPan_0116
CF001_RS14630	Metabolism	"Purines, pyrimidines, nucleosides, and nucleotides"	Pyrimidine ribonucleotide biosynthesis	dihydroorotate dehydrogenase electron transfer subunit	PgPan_0312
HMPREF1555_RS03600	Metabolism	"Purines, pyrimidines, nucleosides, and nucleotides"	Pyrimidine ribonucleotide biosynthesis	nucleoside phosphorylase	PgPan_0389
CS545_RS07425	Metabolism	"Purines, pyrimidines, nucleosides, and nucleotides"	Pyrimidine ribonucleotide biosynthesis	orotate phosphoribosyltransferase	PgPan_0407
CBG53_RS08880	Metabolism	"Purines, pyrimidines, nucleosides, and nucleotides"	Pyrimidine ribonucleotide biosynthesis	dihydroorotate dehydrogenase-like protein	PgPan_0681
CS059_RS06055	Metabolism	"Purines, pyrimidines, nucleosides, and nucleotides"	Pyrimidine ribonucleotide biosynthesis	nucleoside kinase	PgPan_0995
pyrF	Metabolism	"Purines, pyrimidines, nucleosides, and nucleotides"	Pyrimidine ribonucleotide biosynthesis	orotidine-5-phosphate decarboxylase	PgPan_1289
upp	Metabolism	"Purines, pyrimidines, nucleosides, and nucleotides"	Pyrimidine ribonucleotide biosynthesis	uracil phosphoribosyltransferase	PgPan_1330
carB	Metabolism	"Purines, pyrimidines, nucleosides, and nucleotides"	Pyrimidine ribonucleotide biosynthesis	carbamoyl-phosphate synthase (glutamine-hydrolyzing) large subunit	PgPan_1565
carA	Metabolism	"Purines, pyrimidines, nucleosides, and nucleotides"	Pyrimidine ribonucleotide biosynthesis	glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit	PgPan_1566
B0493_RS06925	Metabolism	"Purines, pyrimidines, nucleosides, and nucleotides"	Pyrimidine ribonucleotide biosynthesis	CTP synthase	PgPan_1569
pyrB	Metabolism	"Purines, pyrimidines, nucleosides, and nucleotides"	Pyrimidine ribonucleotide biosynthesis	aspartate carbamoyltransferase	PgPan_1759
CS548_RS09660	Metabolism	"Purines, pyrimidines, nucleosides, and nucleotides"	Pyrimidine ribonucleotide biosynthesis	aspartate carbamoyltransferase regulatory subunit	PgPan_1760
xpt	Metabolism	"Purines, pyrimidines, nucleosides, and nucleotides"	Salvage of nucleosides and nucleotides	xanthine phosphoribosyltransferase	PgPan_0826
cdd	Metabolism	"Purines, pyrimidines, nucleosides, and nucleotides"	Salvage of nucleosides and nucleotides	cytidine deaminase	PgPan_1254
CS387_RS04280	Metabolism	"Purines, pyrimidines, nucleosides, and nucleotides"	Salvage of nucleosides and nucleotides	"purine nucleoside phosphorylase I, inosine and guanosine-specific"	PgPan_1543
udk	Metabolism	"Purines, pyrimidines, nucleosides, and nucleotides"	Salvage of nucleosides and nucleotides	uridine kinase	PgPan_1651
PGF_RS04090	Metabolism	Transport and binding proteins	"Amino acids, peptides and amines"	LysE family transporter	PgPan_0381
meaB	Metabolism	Transport and binding proteins	"Amino acids, peptides and amines"	methylmalonyl Co-A mutase-associated GTPase MeaB	PgPan_1727
CS548_RS09825	Metabolism	Transport and binding proteins	"Amino acids, peptides and amines"	dicarboxylate/amino acid:cation symporter	PgPan_1728
EG14_RS09370	Metabolism	Transport and binding proteins	"Amino acids, peptides and amines"	"oligopeptide transporter, OPT family"	PgPan_1837
PGJ_RS08550	Metabolism	Transport and binding proteins	Anions	chloride channel protein	PgPan_0343
CS548_RS03310	Metabolism	Transport and binding proteins	Anions	sulfite exporter TauE/SafE family protein	PgPan_0844
PGJ_RS00940	Metabolism	Transport and binding proteins	Anions	formate/nitrite transporter family protein	PgPan_1054
sulP	Metabolism	Transport and binding proteins	Anions	sulfate permease	PgPan_1247
PGJ_RS07465	Metabolism	Transport and binding proteins	Anions	chromate transporter	PgPan_1699
EG14_RS10075	Metabolism	Transport and binding proteins	Anions	chromate transporter	PgPan_1700
HMPREF1555_RS07740	Metabolism	Transport and binding proteins	"Carbohydrates, organic alcohols, and acids"	L-lactate permease	PgPan_0417
PGJ_RS06790	Metabolism	Transport and binding proteins	"Carbohydrates, organic alcohols, and acids"	BexD/CtrA/VexA family polysaccharide export protein	PgPan_1833
HMPREF1555_RS04260	Metabolism	Transport and binding proteins	"Carbohydrates, organic alcohols, and acids"	MFS transporter	PgPan_1927
ptk1	Metabolism	Transport and binding proteins	"Carbohydrates, organic alcohols, and acids"	polysaccharide biosynthesis tyrosine autokinase Ptk1	PgPan_1957
B0490_RS04995	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	MotA/TolQ/ExbB proton channel family protein	PgPan_0024
B0490_RS05015	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	energy transducer TonB	PgPan_0027
CS546_RS00355	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	"calcium-translocating P-type ATPase, PMCA-type"	PgPan_0129
EG14_RS06695	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	ABC transporter permease	PgPan_0131
CS544_RS01540	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	ATP-binding cassette domain-containing protein	PgPan_0132
group_4090	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	ferrous iron transport protein B	PgPan_0205
feoB	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	ferrous iron transport protein B	PgPan_0459
CS059_RS03415	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	TonB-dependent receptor	PgPan_0583
SJDPG2_RS04810	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	ion transporter	PgPan_0663
CS546_RS06090	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	cation transporter	PgPan_0709
B0492_RS10795	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	TrkH family potassium uptake protein	PgPan_0764
trkA	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	Trk system potassium transporter TrkA	PgPan_0765
nqrA	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	NADH:ubiquinone reductase (Na(+)-transporting) subunit A	PgPan_0793
nqrB	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	NADH:ubiquinone reductase (Na(+)-transporting) subunit B	PgPan_0794
CLI74_RS08285	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	Na(+)-translocating NADH-quinone reductase subunit C	PgPan_0795
nqrD	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	NADH:ubiquinone reductase (Na(+)-transporting) subunit D	PgPan_0796
nqrE	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	NADH:ubiquinone reductase (Na(+)-transporting) subunit E	PgPan_0797
nqrF	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	NADH:ubiquinone reductase (Na(+)-transporting) subunit F	PgPan_0798
CS387_RS10250	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	heme-binding protein HmuY	PgPan_0828
CLI74_RS05900	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	TonB-dependent receptor	PgPan_0829
CS548_RS02860	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	efflux RND transporter periplasmic adaptor subunit	PgPan_0923
CBG53_RS04090	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	ABC transporter permease	PgPan_0924
CS543_RS10050	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	ABC transporter permease	PgPan_0925
CS545_RS08475	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	ABC transporter ATP-binding protein	PgPan_0926
cadA	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	copper-translocating P-type ATPase	PgPan_0964
mgtE	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	magnesium transporter	PgPan_1121
CLI74_RS08035	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	GNAT family N-acetyltransferase	PgPan_1155
nhaA	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	Na+/H+ antiporter NhaA	PgPan_1157
CS374_RS05665	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	TonB-dependent receptor	PgPan_1178
CLI74_RS05745	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	magnesium transporter CorA family protein	PgPan_1356
CS546_RS01620	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	TonB-dependent receptor	PgPan_1366
CS543_RS05025	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	ABC transporter ATP-binding protein	PgPan_1399
B0493_RS02875	Metabolism	Transport and binding proteins	Cations and iron carrying compounds	iron ABC transporter permease	PgPan_1400
